texto,texto_limpio,categoria_id,categoria_nombre,respuesta_generalizada
"Solicitud para ingreso a AVANTE Cordial saludo, tengo bloqueado el acceso a AVANTE y estoy en un proceso de reintegro y dentro del mismo me solicitan paz y salvo, sin embargo, al realizar la solicitud me aparece que NO ME ENCUENTRO REGISTRADA, adjunto pantallazo. Por lo anterior solicitud su colaboración a fin de continuar con mi proceso de reintegro o me brinden una solución para adquirir el PAZ Y SALVO.
Atentamente,Brenda Benavides Cuaspud Estudiante de Maestría de Gobierno y Políticas Públicas","Solicitud para ingreso a AVANTE Cordial saludo, tengo bloqueado el acceso a AVANTE y estoy en un proceso de reintegro y dentro del mismo me solicitan paz y salvo, sin embargo, al realizar la solicitud me aparece que NO ME ENCUENTRO REGISTRADA, adjunto pantallazo. Por lo anterior solicitud su colaboración a fin de continuar con mi proceso de reintegro o me brinden una solución para adquirir el PAZ Y SALVO.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"Homologación - Paula Juliana Suárez Cubides - REQ 2025-070694 Estimado Equipo de mesa. 
Cordial Saludo.  Espero se encuentre bien.
Amablemente solicito su colaboración para la generación del desprendible de pago de los derechos de grado, con el fin de que la estudiante pueda efectuar la cancelación correspondiente, dado que participará en la ceremonia de grado programada para el miércoles, 10 de septiembre.
Gracias por su atención y quedo atenta a cualquier duda o inquietud.
Cordialmente,
 
Angie Catherine Aroca ArizaFacultad de EconomíaDirección de Posgrados Teléfono ***TELEFONO***, ext. ***TELEFONO***Calle 12 n.º 1-17 este, edificio A, piso 2 ***CORREO***","Homologación - Paula Juliana Suárez Cubides - REQ 2025-070694 Estimado Equipo de mesa. 
Cordial Saludo.  Espero se encuentre bien.
Amablemente solicito su colaboración para la generación del desprendible de pago de los derechos de grado, con el fin de que la estudiante pueda efectuar la cancelación correspondiente, dado que participará en la ceremonia de grado programada para el miércoles, 10 de septiembre.
Gracias por su atención y quedo atenta a cualquier duda o inquietud.",15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
"Paz y salvo financiero Estimados, 
Adjunto el comprobante de pago para la emisión del paz y salvo financiero. 
Quedo pendiente a su respuesta, 
Cordial saludo, 
Gabriela Valbuena","Paz y salvo financiero Estimados, 
Adjunto el comprobante de pago para la emisión del paz y salvo financiero. 
Quedo pendiente a su respuesta, 
Cordial saludo, 
Gabriela Valbuena",8,Paz y Salvo para grado,"El Paz y Salvo requerido para grado debe ser gestionado de acuerdo con el estado de las obligaciones y validaciones institucionales asociadas al estudiante. Ante una consulta o seguimiento, se debe revisar el estado del trámite y comunicar al usuario si existe alguna gestión pendiente para completar el proceso."
"Inconsistencia con saldo pendiente Apreciada dependencia.
De conformidad con lo conversado remito constancia de correo recibido el día de hoy.","Inconsistencia con saldo pendiente Apreciada dependencia.
De conformidad con lo conversado remito constancia de correo recibido el día de hoy.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"Notificación de paz y salvos. Nombre completo: Katherine Arias Peláez Número de identificación: ***DOCUMENTO***Correo institucional: ***CORREO*** personal: ***CORREO*** a la que pertenece: Comunicación Social y Periodismo Ciudad donde se encuentra: New York
Aun no me han enviado el recibo de pago para el trámite de los derechos del grado, teniendo en cuenta que faltan 2 días para la fecha límite de pago requiero por favor que me lo envíen cuanto antes.
Quedo atenta.
Cordialmente, Katherine","Notificación de paz y salvos. Nombre completo: Katherine Arias Peláez Número de identificación: ***DOCUMENTO***Correo institucional: ***CORREO*** personal: ***CORREO*** a la que pertenece: Comunicación Social y Periodismo Ciudad donde se encuentra: New York
Aun no me han enviado el recibo de pago para el trámite de los derechos del grado, teniendo en cuenta que faltan 2 días para la fecha límite de pago requiero por favor que me lo envíen cuanto antes.
Quedo atenta.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"RECIBO DE PAGO MATRICULA ESP DERECHO ADUANERO EXTERNADO  Buenas tardes, Para su información y fines pertinentes, y para efectos de legalizar la Matricula de la Especialización en Derecho Aduanero, Adjunto envió comprobante de pago a nombre deENNA MARGARITA VERGARA ORTEGA Gracias por su amable atención, Atentamente,  
    Enna Margarita Vergara  ***CORREO*** y Liquidación CambiariaDirección Seccional de Aduanas de ***URL***","RECIBO DE PAGO MATRICULA ESP DERECHO ADUANERO EXTERNADO  Buenas tardes, Para su información y fines pertinentes, y para efectos de legalizar la Matricula de la Especialización en Derecho Aduanero, Adjunto envió comprobante de pago a nombre deENNA MARGARITA VERGARA ORTEGA Gracias por su amable atención,",11,Certificados tributarios,Para las solicitudes de certificados tributarios se debe identificar el documento requerido y el periodo o información que el usuario necesita. Se debe validar la información tributaria correspondiente y orientar sobre el procedimiento para obtener el certificado solicitado.
"Acceso a isolucion 
Buenos días 
Soy Sandra Ortiz, Directora del Departamento en Derecho, Comunicaciones y Tecnologias de la información y tengo esta situacipon
He tratado de acceder a isolucion y me está apareciendo este mensaje donde se indica que no tengo acceso a los formularios, o acceso negado Agradecería que me indicaron porque esta pasando esto y se puede solucionar lo mas pronto posible   Cordialmente,  SANDRA MILENA ORTIZ LAVERDEDirectoraFACULTAD DE DERECHODerecho, Comunicaciones y Tecnologías de la Información Tel ***TELEFONO*** Ext. ***TELEFONO***Calle 12 # 1 -68 segundo ***CORREO*** ***URL***","Acceso a isolucion 
Buenos días 
Soy Sandra Ortiz,",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"REEMBOLSO DINERO INSCRIPCION - ESPECIALIZACION DERECHO ADMINISTRATIVO TUNJA.  Cordial saludo. De manera atenta me permito solicitar información respecto a la solicitud remitida en el correo inferior, teniendo en cuenta que hasta la fecha no hemos recibido confirmación sobre si fue objeto de trámite o si ya se emitió el radicado correspondiente para su respectivo proceso. Agradezco de antemano su colaboración y quedo atenta a su respuesta. Cordialmente;  MARIA PAULA SARQUEZ MONCADACoordinadora Posgrados TunjaFACULTAD DE DERECHODirección de Posgrados Teléfono ***TELEFONO***  –  Cel ***TELEFONO***Calle 21 No 9-44 ***CORREO***","REEMBOLSO DINERO INSCRIPCION - ESPECIALIZACION DERECHO ADMINISTRATIVO TUNJA.  Cordial saludo. De manera atenta me permito solicitar información respecto a la solicitud remitida en el correo inferior, teniendo en cuenta que hasta la fecha no hemos recibido confirmación sobre si fue objeto de trámite o si ya se emitió el radicado correspondiente para su respectivo proceso. Agradezco de antemano su colaboración y quedo atenta a su respuesta. Cordialmente;  MARIA PAULA SARQUEZ MONCADA",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"Pagos derechos de grado. 002503451418 Cordial saludo, 
Adjunto constancia de pago de los derechos de grado 
Get Outlook for iOS","Pagos derechos de grado. 002503451418 Cordial saludo, 
Adjunto constancia de pago de los derechos de grado",7,Pago de derechos de grado,"Para las solicitudes relacionadas con el pago de derechos de grado, se debe verificar la información correspondiente al trámite y al pago realizado. Cuando el usuario solicite orientación, se debe indicar el procedimiento aplicable y, cuando presente un comprobante, validar la información necesaria para continuar con el proceso de grado."
"Solicitud de información para convenio de prácticas y participación en ferias Cordial saludo,Mi nombre es Laura Castillo y hago parte del área de Talento Humano de CasaToro S.A., empresa del sector automotriz con amplia trayectoria a nivel ***URL*** interesa establecer un convenio de prácticas profesionales , con el fin de abrir oportunidades de desarrollo para sus estudiantes en nuestras diferentes áreas.En este sentido, quisiera solicitar:Información sobre los requisitos y documentación necesaria para la suscripción del ***URL*** posibilidad de agendar una reunión con el área correspondiente para conversar sobre el proceso y resolver ***URL*** si la universidad tiene programadas ferias de empleo o de prácticas en los próximos meses, ya que nos gustaría participar y dar a conocer nuestras ***URL*** envío del certificado de constitución y representación legal/gerencia, documento necesario para adelantar nuestro proceso interno de vinculación ***URL*** de antemano su amable atención y quedo atenta a su confirmación para coordinar la reunión.Saludos cordiales,
Laura Castillo
Laura Valentina Castillo Diaz
Est Practicante  
  (601) 7460010
  ***CORREO***
Av. Boyaca #170-51
Bogota, Colombia         El contenido de este correo electrónico es confidencial y está destinado únicamente al destinatario especificado en el mensaje. Está estrictamente prohibido compartir cualquier parte de este mensaje con terceros, sin el consentimiento por escrito del remitente. Si recibió este mensaje por error, no responda a este mensaje y continúe con su eliminación","Solicitud de información para convenio de prácticas y participación en ferias Cordial saludo,Mi nombre es Laura Castillo y hago parte del área de Talento Humano de CasaToro S.A., empresa del sector automotriz con amplia trayectoria a nivel ***URL*** interesa establecer un convenio de prácticas profesionales , con el fin de abrir oportunidades de desarrollo para sus estudiantes en nuestras diferentes áreas.En este sentido, quisiera solicitar:Información sobre los requisitos y documentación necesaria para la suscripción del ***URL*** posibilidad de agendar una reunión con el área correspondiente para conversar sobre el proceso y resolver ***URL*** si la universidad tiene programadas ferias de empleo o de prácticas en los próximos meses, ya que nos gustaría participar y dar a conocer nuestras ***URL*** envío del certificado de constitución y representación legal/gerencia, documento necesario para adelantar nuestro proceso interno de vinculación ***URL*** de antemano su amable atención y quedo atenta a su confirmación para coordinar la reunión.Saludos cordiales,
Laura Castillo
Laura Valentina Castillo Diaz
Est Practicante  
  (601) 7460010
  ***CORREO***
Av. Boyaca #170-51
Bogota, Colombia         El contenido de este correo electrónico es confidencial y está destinado únicamente al destinatario especificado en el mensaje. Está estrictamente prohibido compartir cualquier parte de este mensaje con terceros, sin el consentimiento por escrito del remitente. Si recibió este mensaje por error, no responda a este mensaje y continúe con su eliminación",14,Integración y aulas académicas,"Las solicitudes relacionadas con integración y aulas académicas requieren verificar la información académica del estudiante, su integración y la asignación correspondiente. Cuando exista un inconveniente con el aula, la integración o el acceso a una plataforma académica, se debe revisar el caso y realizar la gestión necesaria para corregirlo."
"SALUDO, FAVOR, DESBLOQUEAR EL AUTENTICATOR -NO ME DA CODIGO DE AUTENTICACIÓN PARA INGRESAR A MI CORREO INSTITUCIONAL Muy buenas tardes
SeñoresMESUNIVERSIDAD DEL EXTERNADOBOGOTÁESD

Como estudiante de posgrado YOLANDA SABOGAL MONTENEGRO CON ***DOCUMENTO***, del Posgrado Procesal Penalprimer semestre, de manera respetuosa, me permito informarles que tengo BLOQUEADO EL AUTENTICATORY por esa razón no me da código de autenticación para ingresar a mi correo electronico.  Por favor me ayudanMuchas gracias, quedo muy atenta.




--Yolanda Sabogal MontenegroAbogadaT.P. No. 325.397 C.S. de la ***URL*** ***TELEFONO***","SALUDO, FAVOR, DESBLOQUEAR EL AUTENTICATOR -NO ME DA CODIGO DE AUTENTICACIÓN PARA INGRESAR A MI CORREO INSTITUCIONAL Muy buenas tardes
SeñoresMESUNIVERSIDAD DEL EXTERNADOBOGOTÁESD

Como estudiante de posgrado YOLANDA SABOGAL MONTENEGRO CON ***DOCUMENTO***, del Posgrado Procesal Penalprimer semestre, de manera respetuosa, me permito informarles que tengo BLOQUEADO EL AUTENTICATORY por esa razón no me da código de autenticación para ingresar a mi correo electronico.  Por favor me ayudanMuchas gracias, quedo muy atenta.




--Yolanda Sabogal MontenegroAbogadaT.P. No. 325.397 C.S. de la ***URL*** ***",9,Certificados académicos,"Los certificados académicos se gestionan de acuerdo con el tipo de certificación solicitada, como certificados de notas, estudios, título o terminación de materias. Se debe identificar el certificado requerido, verificar las condiciones para su expedición y orientar al usuario sobre el proceso correspondiente."
"Solicitud de división de pago de matrícula Adjunto documentos solicitados.

Get Outlook for Android",Solicitud de división de pago de matrícula Adjunto documentos solicitados.,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"Problema con sistema de pago certificado Estimados señores,
Agradezco mucho su ayuda con el link de pago. En este momento acabo de cancelar el monto del certificado y el mismo ha sido aprobado. Conforme a su requerimiento y para su referencia, adjunto el pantallazo correspondiente. 
Ruego se registre en su sistema el pago correspondiente, 
Saludos cordiales,

Juan Pablo Merino. 
El 26 ago 2025, a las 9:58 a. m., Pse Tesoreria <***CORREO***>","Problema con sistema de pago certificado Estimados señores,
Agradezco mucho su ayuda con el link de pago. En este momento acabo de cancelar el monto del certificado y el mismo ha sido aprobado. Conforme a su requerimiento y para su referencia, adjunto el pantallazo correspondiente. 
Ruego se registre en su sistema el pago correspondiente, 
Saludos cordiales,

Juan Pablo Merino. 
El 26 ago 2025, a las 9:58 a. m., Pse Tesoreria <***CORREO***>",10,Certificados financieros,"Las solicitudes de certificados financieros deben ser atendidas identificando el tipo de información requerida, por ejemplo valores pagados, información del programa o financiación. Se debe validar la información financiera disponible y orientar al usuario sobre la certificación que corresponde a su solicitud."
"Problema Aulas Virtuales Buenas tardes 
Profesor y Mesa Estrategia de Servicio, reciban un cordial saludo. Me remito a este medio para comunicar un fallo en las aulas virtuales. En la clase Sistema De Fuentes, tengo un problema ya en una actividad que envié y se calificaba en las aulas, salgo con la nota, archivo y grupo de otro compañero. Salí de mi sesión y volví a entrar y se siguió presentando el mismo problema. 
Muchas gracias y buen día Obtener Outlook para Mac","Problema Aulas Virtuales Buenas tardes 
Profesor y Mesa Estrategia de Servicio, reciban un cordial saludo. Me remito a este medio para comunicar un fallo en las aulas virtuales. En la clase Sistema De Fuentes, tengo un problema ya en una actividad que envié y se calificaba en las aulas, salgo con la nota, archivo y grupo de otro compañero. Salí de mi sesión y volví a entrar y se siguió presentando el mismo problema. 
Muchas gracias y buen día Obtener Outlook para Mac",14,Integración y aulas académicas,"Las solicitudes relacionadas con integración y aulas académicas requieren verificar la información académica del estudiante, su integración y la asignación correspondiente. Cuando exista un inconveniente con el aula, la integración o el acceso a una plataforma académica, se debe revisar el caso y realizar la gestión necesaria para corregirlo."
"Problema Buenas tardes. Quiero comentar un problema que tengo con las aulas virtuales: aún figuro en la plataforma de una clase del semestre pasado: introducción al derecho, cuando este semestre es sistema de ***URL*** atento, gracias","Problema Buenas tardes. Quiero comentar un problema que tengo con las aulas virtuales: aún figuro en la plataforma de una clase del semestre pasado: introducción al derecho, cuando este semestre es sistema de ***URL*** atento, gracias",14,Integración y aulas académicas,"Las solicitudes relacionadas con integración y aulas académicas requieren verificar la información académica del estudiante, su integración y la asignación correspondiente. Cuando exista un inconveniente con el aula, la integración o el acceso a una plataforma académica, se debe revisar el caso y realizar la gestión necesaria para corregirlo."
"Posfader Oficina Cali - Pago Proveedores Compañeros: Sigo teniendo problemas para poder consultar en el portal de pago a proveedores.  He intentado cambiar la clave pero no ha sido posible, agradezco me puedan apoyar     Cordial Saludo, DIANA LUCIA DIAZ BENAVIDES
Coordinadora Posgrados CaliFACULTAD DE DERECHO
Dirección de Posgrados
Celular ***TELEFONO***
Calle 35 norte # 6 A bis ***URL*** Empresarial Carvajal Santa ***CORREO***://***URL***  Para conocer nuestros eventos, únete a nuestros grupos de Facebook, Instagram y WhatsApp   -----Mensaje original-----
De: ***CORREO*** ***CORREO***
Enviado el: martes, 26 de agosto de 2025 14:17","Posfader Oficina Cali - Pago Proveedores Compañeros: Sigo teniendo problemas para poder consultar en el portal de pago a proveedores.  He intentado cambiar la clave pero no ha sido posible, agradezco me puedan apoyar     Cordial Saludo, DIANA LUCIA DIAZ BENAVIDES",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"Documentos solicitados para devolución de matrícula - REQ 2025-072746 Hola buena tarde cordial saludo, para precisar que yo soy reclamante del porcentaje de la matrícula de la estudiante LEIBSY YIRLENIZ MOSQUERA ORDÓÑEZ, quien ya falleció. En ese orden de ideas yo envié el formulario la universidad me remitió adjuntando copia de cédula, certificación bancaria, si debo aportar algo más o el formulario es diferente por favor me informan gracias 
El El mar, 26 ago. 2025 a la(s) 1:54 p.m., <***CORREO***>","Documentos solicitados para devolución de matrícula - REQ 2025-072746 Hola buena tarde cordial saludo, para precisar que yo soy reclamante del porcentaje de la matrícula de la estudiante LEIBSY YIRLENIZ MOSQUERA ORDÓÑEZ, quien ya falleció. En ese orden de ideas yo envié el formulario la universidad me remitió adjuntando copia de cédula, certificación bancaria, si debo aportar algo más o el formulario es diferente por favor me informan gracias 
El El mar, 26 ago. 2025 a la(s) 1:54 p.m., <***CORREO***>",20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
"Estado Financiero - David Esteban de Jesús Bello Torres MGPP-0038 Estimados señores Reciban un cordial saludo, de manera atenta y en virtud del Derecho de Petición interpuesto por el estudiante en mención, solicitamos por favor el estado financiero del siguiente estudiante: NombreProgramaIDCédulaDavid Esteban de Jesús Bello TorresMGPP-00380002179461010193700 Muchas gracias.    Cordial saludo,   MARTHA LUCIA DURAN
Directora AdministrativaFinanzas, Gobierno y Relaciones Internacionales
Tel ***TELEFONO*** Ext. 1005
Calle 12 No 1 – 17 Bloque A Cuarto Piso
***CORREO***@***CORREO***","Estado Financiero - David Esteban de Jesús Bello Torres MGPP-0038 Estimados señores Reciban un cordial saludo, de manera atenta y en virtud del Derecho de Petición interpuesto por el estudiante en mención, solicitamos por favor el estado financiero del siguiente estudiante: NombreProgramaIDCédulaDavid Esteban de Jesús Bello TorresMGPP-00380002179461010193700 Muchas gracias.    Cordial saludo,   MARTHA LUCIA DURAN",5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"Consulta sobre transporte para la Jornada del Abogado Externadista – 5 de septiembre (Sede El Álcazar) Cordial saludo.
Me permito solicitar una aclaración respecto a la Jornada del Abogado Externadista programada para el próximo 5 de septiembre en la sede El Álcazar. En el formulario de inscripción se indica lo siguiente: “Las rutas ofrecidas por la Facultad son la única forma autorizada y habilitada para asistir a la jornada.”
En este sentido, quisiera confirmar si ello significa que necesariamente debo desplazarme hasta la sede principal de la Universidad para tomar la ruta hacia El Álcazar, o si existe la posibilidad de llegar directamente a dicha sede por mis propios medios.
La razón de mi consulta es que resido a pocos minutos de El Álcazar (aproximadamente 10 minutos en auto), mientras que el trayecto hasta la sede principal me toma alrededor de hora y media o poco más. Además, aclaro que no me desplazo en vehículo propio sino en Uber, por lo cual, en caso de estar autorizado, ingresaría caminando a la sede.
Agradezco mucho la atención prestada y quedo atenta a su orientación.
Cordialmente,Laura Sofia Duque Flechas***DOCUMENTO***","Consulta sobre transporte para la Jornada del Abogado Externadista – 5 de septiembre (Sede El Álcazar) Cordial saludo.
Me permito solicitar una aclaración respecto a la Jornada del Abogado Externadista programada para el próximo 5 de septiembre en la sede El Álcazar. En el formulario de inscripción se indica lo siguiente: “Las rutas ofrecidas por la Facultad son la única forma autorizada y habilitada para asistir a la jornada.”
En este sentido, quisiera confirmar si ello significa que necesariamente debo desplazarme hasta la sede principal de la Universidad para tomar la ruta hacia El Álcazar, o si existe la posibilidad de llegar directamente a dicha sede por mis propios medios.
La razón de mi consulta es que resido a pocos minutos de El Álcazar (aproximadamente 10 minutos en auto), mientras que el trayecto hasta la sede principal me toma alrededor de hora y media o poco más. Además, aclaro que no me desplazo en vehículo propio sino en Uber, por lo cual, en caso de estar autorizado, ingresaría caminando a la sede.
Agradezco mucho la atención prestada y quedo atenta a su orientación.",14,Integración y aulas académicas,"Las solicitudes relacionadas con integración y aulas académicas requieren verificar la información académica del estudiante, su integración y la asignación correspondiente. Cuando exista un inconveniente con el aula, la integración o el acceso a una plataforma académica, se debe revisar el caso y realizar la gestión necesaria para corregirlo."
"Solicitud carné digital Buen día estimados,
Amablemente a continuación indico los números de documento de los estudiantes.
NOMBRENo IDSONIA RODRÍGUEZ ARDILA52159463LAURA EPIEYU1006889112JOSE MIGUEL ALMENTERO1030609903

Cordialmente,
YERALDINE BARRETO MOLINASecretariaFACULTAD DE CIENCIAS DE LA EDUCACIÓNTeléfono ***TELEFONO***, ext. 1552Calle 12 n.º 1-17 este, edificio C, piso 5 ***CORREO***","Solicitud carné digital Buen día estimados,
Amablemente a continuación indico los números de documento de los estudiantes.
NOMBRENo IDSONIA RODRÍGUEZ ARDILA52159463LAURA EPIEYU1006889112JOSE MIGUEL ALMENTERO1030609903",15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
"Posgrados Medellín - Bienvenida Esp. Contratación Estatal 2025-2026 y procesos académicos a realizar - REQ 2025-068110 Buen día apreciados compañeros, Por favor agradecemos de su colaboración con respuesta a solicitud la cual no se evidencia desde el 12/08/2025 que el aspirante dio respuesta a su respectivo correo. Quedamos atentos y muchas gracias. Cordialmente,JESSICA HURTADO GONZÁLEZAuxiliar AdministrativoCoordinación Posgrados MedellínTel ***TELEFONO***Cl. 25 Sur #42-73, La Orquidea, EnvigadoOficina Administrativa 2do ***CORREO*** Síguenos en nuestras redes sociales   Posgrados Medellín.","Posgrados Medellín - Bienvenida Esp. Contratación Estatal 2025-2026 y procesos académicos a realizar - REQ 2025-068110 Buen día apreciados compañeros, Por favor agradecemos de su colaboración con respuesta a solicitud la cual no se evidencia desde el 12/08/2025 que el aspirante dio respuesta a su respectivo correo. Quedamos atentos y muchas gracias.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"REQ 2025-066653 - Posgrados Medellín - Activación de usuario AVANTE y generación de orden de matrícula / Esp. Derecho del Medio Ambiente 2025-2026 resuelta Buen día apreciados compañeros, espero todo vaya muy bien. Por favor de su colaboración con seguimiento al caso mencionado líneas abajo. Agradecemos respuesta sobre gestión en la que se encuentra la solicitud. Quedo atenta y muchas gracias. Cordialmente,JESSICA HURTADO GONZÁLEZAuxiliar AdministrativoCoordinación Posgrados MedellínTel ***TELEFONO***Cl. 25 Sur #42-73, La Orquidea, EnvigadoOficina Administrativa 2do ***CORREO*** Síguenos en nuestras redes sociales   Posgrados Medellín.","REQ 2025-066653 - Posgrados Medellín - Activación de usuario AVANTE y generación de orden de matrícula / Esp. Derecho del Medio Ambiente 2025-2026 resuelta Buen día apreciados compañeros, espero todo vaya muy bien. Por favor de su colaboración con seguimiento al caso mencionado líneas abajo. Agradecemos respuesta sobre gestión en la que se encuentra la solicitud. Quedo atenta y muchas gracias.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Documentos solicitados para devolución de matrícula,Documentos solicitados para devolución de matrícula,20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
"Solicitud ticket - reserva de cupo Buenos días, 
Mi nombre es Juan Camilo Muñoz Romero, estudiante de gobierno y relaciones internacionales. Actualmente decidí aplazar semestre por motivos personales y empecé con el proceso de reserva de cupo. Ahora, como sabrán tengo hasta el 28 de agosto para hacer efectivo el pago. Les solicito y estaré agaredecido si me pueden expedir la orden de pago lo más pronto posible para informar tanto a la facultad y mi entidad financiera para continuar con mi carrera el próximo semestre. 
Gracias y quedo atento a su respuesta","Solicitud ticket - reserva de cupo Buenos días, 
Mi nombre es Juan Camilo Muñoz Romero, estudiante de gobierno y relaciones internacionales. Actualmente decidí aplazar semestre por motivos personales y empecé con el proceso de reserva de cupo. Ahora, como sabrán tengo hasta el 28 de agosto para hacer efectivo el pago. Les solicito y estaré agaredecido si me pueden expedir la orden de pago lo más pronto posible para informar tanto a la facultad y mi entidad financiera para continuar con mi carrera el próximo semestre. 
Gracias y quedo atento a su respuesta",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"AJUSTE GRADOS POSGRADOS SEGUNDO SEMESTRE 2025 Estimados Sres. Mesa de Ayuda.
Agradeciendo su atención, solicito comedidamente me colaboren de manera prioritaria con la respuesta al correo que envíe a las dependencias abajo citadas en este hilo de correo con referencia: GRADO DE MAESTRÍA 2 DE OCTUBRE Y DILIGENCIAMIENTO DE RECIBO DE PAGO DERECHOS DE GRADO.
Muy amables por su atención y espero su respuesta a la mayor brevedad.

Cordialmente,
JUAN MANUEL CASTILLO LIZARAZODirector de Arte * Fotógrafo * Realizador AudiovisualDocente UniversitarioCINE * TV * IMAGEN * EDUCACIÓNCONTACTO: (+57) 312 355 ***CORREO*** WEB: ***URL*** WEB: ***URL***","AJUSTE GRADOS POSGRADOS SEGUNDO SEMESTRE 2025 Estimados Sres. Mesa de Ayuda.
Agradeciendo su atención, solicito comedidamente me colaboren de manera prioritaria con la respuesta al correo que envíe a las dependencias abajo citadas en este hilo de correo con referencia: GRADO DE MAESTRÍA 2 DE OCTUBRE Y DILIGENCIAMIENTO DE RECIBO DE PAGO DERECHOS DE GRADO.
Muy amables por su atención y espero su respuesta a la mayor brevedad.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
